Topics,Helpers,Mentor,Question,text
,,dan-burns,What are warning signs for problems in a team?,the team that they're gonna be problems ahead rough waters ahead usually you can spot some of them if the team is not performing this mission if you can't stand to watch if the watch is not quiet okay you want a quiet walk she who bought the box to just turn over and everything happens on Saddam you switch the boilers out you switch the gas turbine generators from one hour to one bottle use your boarding number three gas turbine generator and put number one and all the way up to if the team can live very that out without significant strongly for the patient with consternation that's a problem so just a little watch which means you need to walk or stand walk a good watcher is nothing happens the point of happens that's perfect for C. as you watch all for nothing happens you execute the plan so that's perfect nothing happens 
,,dan-burns,How can you enforce the honor code?,for our photo that a world to assume that everyone had the ability vicious speeches the weather was bad yeah not everyone would be we are really not everyone's gone down the marks on them so so I but alas how you would shortly be you know honorable pleading their mission on simple expect what you personally inspects so if the next watch they were supposed to rain on you know boring number two or way off and get it ready to go online on the old for over watch and you come up for hundreds take the watch and that was about what's going on okay so it's things like that that you know of all the sudden you know things are not happy with posted that's an indication of so he had to turn around and you know for certain okay we suppose that of all the ships and boats stowed away and then everyone can go on the recall well should schools are still alive almost take the watch you can keep the watch is the still the phone so that so as an indicator it's it's hard it's it's not like the batteries log that every the suite is not the academy so but we can still expect you would for a duty honor country a lot of our ability exactly these with you 
,,dan-burns,How should I handle people who can't meet their standards?,what can I meet their standards yeah elle it is a pyramid structure that are maybe yeah if the the the the little I say about that is all the standards are laid out so hi at the right time if the person was told to locked out of the U. S. requirements for advancing to rate and take the second class exam and failed to do that although I don't like to recommend you for second class and nobody whining about that but frankly one thing that you have to watch out for is is if you do have a free or out there and then the three lows make a lot of noise and a lot of auto gravitas they usually that means someone else is picking up the slack for that person you do we that out with your chief petty officer or the division officer figure out really stand watch god to take care of the people that are a little too the only okay you've got to try to take care of 
,,dan-burns,What kinds of sailors cause problems in a team and what can you do to improve it?,sellers because problems okay this is if if there was a magic you know glass classes as you would on C. B. gory make a lot of money so but there isn't necessarily someone yeah you're gonna find them there were things about that is you want to be careful with your time this time is the one thing that you have very little of both the if you want to go try to spend ninety percent of your time on ten percent of your problem children okay what about the other ninety percent of our day so this is the the balance that you're going to have to come up with as a leader treat everyone fairly close also treat them for what if the troublemakers were out there just the LSA ignore them but be careful about the rest of the unit the rest of the division because if you wind up spending on for the one percent or you're going to use the restroom so it's a hard thing to work at balance what will pay off 
,,dan-burns,When is breaking the rules okay?,okay force the proper as you do that too never yeah we don't break the rules the goal yeah yeah the rules are there to protect you check the ship that the okay so the best thing about it all one to break the rules or break the rules look at them examine them study them and figure out the situation that requires a waiver that's your responsibility so the teams responsible it's your responsibility as a leader yeah it says we can only say you know metric units when we're gonna re fuel from the British ships do I have that you're getting probably should go get that how you getting all that you need to read the full so they know when the time comes that you do ask for waiver well you will have done that yeah past there's a pretty good offer in that 
,,dan-burns,How can I tell when someone can be influenced versus someone who won't change?,with someone spots someone so someone who want to change versus those that will check I learned that by conducting your day in day out watch you your mission we ship this water system you're only going to figure that out by interacting with the people in your watch so it is important to know that they're all personnel that you know they grew up on the analog technology now also you will be with digital it's up to you or let's say okay you guys do it's a well on you yeah yeah it's a war with the so the figure out adults the old SS or it is always one more people just it is good okay just change for all of us would say changes is J. some people are watching it and there are always on you got it hello everyone sure we do that okay machine walking with that swallowing a loss is a a by the way of rain in a new next all and that will go it's not a lie the old powers that we had and it has engine or from the people okay so so so so so do you have they're not responsible for the mission 
,,dan-burns,Tell me about a time where your priorities conflicted with the priorities of your management,with yeah they're going to call but the fact that I was struggling right now as a thirty year after the or that it was at the time but for the most part you know it also parties are are okay I have to carry out the yeah it is near the danger yeah well you know excuse at all levels it was a little for the most part I don't see doing writing officers of all sure it happened at that point you know I'm not going there you swore an oath to the constitution as is all that given by the officers one of the points so we did it all for the yeah allowed for all those alerts okay sample yeah so that comes to that you want to talk about that 
,,dan-burns,Tell me about a time where your priorities conflicted with the priorities of your management,my priorities for five four zero yeah first off we are a lot of things for you our we're gonna carried out at four four that is the best way to carry out the wall for okay sorry guards yeah and look what happened as a result okay what happens results all four have so your priorities are you should be used for that this only works move on it did not go to carry out I can't think of it right now the suit also is going to be a 
,,dan-burns,What kind of risks do you need to take in this field?,this is real first off there is no it's not a risk free environment we are all that all and we were all ships to go to city in those are dangerous and part and you need to understand that arrests everyday get the ship on going to exercise I wore one shot a gun and all the sudden towards to his one thousand explosion what happened there so got to carry out the best of your ability your order you've got to carry this point knowing your appointment no way your bad so it's which is which 
,,dan-burns,What problems or warning signs should you not try to solve and refer up to specialists instead?,try to solve for the future okay this the age right now you are the best as cheerleader you're the best person in charge where all the the health of the team so what are you captain they will post graduate schools are a lot of suicide at that point maybe why okay was before okay what should be aware of your for the bill okay yeah all the sudden the other acting strange yeah I want to work for a lot of the chain of command if you have a question about anyways where they all okay divorces sadly they are able to divorce all the sudden effects person well okay spots yes the same way so mom or dad down sister or brother all the sudden the mental health aspect to it that well what the X. to the point where the Excelsior training maybe a chapel over ask questions you do not want to land on the person team member if you live on the net aka feel secure or it's going to be even worse yeah so I chose a jobs with the job of the route so so so long as we often but there's a problem that all the better way to do it and you'll get a yeah first level one that I've had one suicide or more ships will work for ships and I've had three deaths I thought we had a walk through all the personal take care of it so have to be aware 
,,dan-burns,"How do you deliver bad news, such as a family emergency?",there were the bad news Sally words in your this is gonna happen which is on the way and so when the unit is going to get some information or some more deaths in the family so it doesn't spouse child there are several what happens you know if you have the resources on board if they should be taken off at a chapel always good to have chapel way yeah a war you don't have that if the magic to the senior master chief of the yeah it is but the team member think about it and say Hey we're we're here to help yeah you know I will get a fly you back so there's a lot of resources available that's one thing that you will need to know about and we'll get into if you're the full games how are you gonna get a man woman all right well one event happens that's not the time to learn about it so we've got a spare or you know three days before yeah only the four if you look into that once you make sure you know the right if something happens 
,,dan-burns,Why do people leave the Navy?,is all and sooner or later all the time sooner or later we've called of course let alone a little so the fifty years back and fifty years sorry recall what does a lot of sort of eighteen personal up all the money in this trial was born and family you know being the way he was taking its toll so mission we need to so that's family is probably the big thing about leaving or death we know that from uses it sends use ages creature that shot our boss of the Persian Gulf back to late eighties early nineties solo wall of water sign did not survive the thirty year so we're gonna be reason for people all personal one of things that I just recommend he spent a lot of on this we spent ten years of active duty so you want to get out no problem understand versus the levels all of us it's so you you'll enjoy it guarantees 
,,dan-burns,How can I work smarter?,works one thing smarter is not being distracted by shiny and each other Eddie there is a high for a love in really yeah do you read the all a lot of phone calls god knows what was Los yes is but you know getting distracted easy safe for use on your missions and that is they've also also the federal orders on this anymore and figure out what you need to do the is off on the mission that would is this right each right shiny penny this 
,,dan-burns,What's up?,out of the washing 
,,dan-burns,What's your favorite book of all time? Why?,this is 
,,dan-burns,What's your favorite movie of all time? Why?,the way it is hi favorite movies of all sorts of ways us about going out of robbers war war to in arms away 
,,dan-burns,"If you could meet anyone in the world today, who would it be and why? What would you say to that person?",the at the end of the day of the Christ a lot of well we have a would like to read it so that I believe a lot of faith will we will offer the 
,,dan-burns,What person do you most admire and why?,first most of our would be my wife she has stood by me all of these you I married or at the naval postgraduate school he has followed me on this okay Mabel journey together and share that with me and hopefully help me so I spells this will be 
,,dan-burns,Where were you born?,your 
,,dan-burns,What is your favorite food?,your calorie pizza we are pizza 
,,dan-burns,What is your least favorite food?,who would have to be five or Vietnamese I can't take the spices the hot spicy 
,,dan-burns,What was the coolest thing you did in the Navy?,the and the baby was three comments being provided also and well what we can all serve my first six units a was formed down from there was going to school down to camp rock all right is that it also it is aircraft that was pretty cool for football 
,,dan-burns,What is the best military perk you experienced?,well I've experienced is working with them and of the S. that's but the camaraderie the friendship one of the and these free for mission going out to sea on my four ships a lot of fun 
,,dan-burns,What have you done that got a lot press?,in the catalog for us particularly I will say that you know the relationship between the military and the press is interesting they feel that they have the right is the fourth state to everything and your permission for us to ship the fan yeah right except the for the status of the five of us to ship so working it out with the price the best phrase that comes to mind is loose lips sink ships that's the best thing that you want to remember talking to the bus the model is getting worse you get a PO with what we have here with us 
,,dan-burns,How long does it take to complete your training for OOD (officer on the deck) underway?,my train for all the other way it's going to be very because you have to weigh and it depends where you get the ship and it's you know short and see cycle HM so if you reporter ship in this regard this is the old while the reports of the ship well she's on the point that separate personally I met my ship on the point that I was able to qualify for easy our is eighty one days and then there was just not enough time to go topside a qualified so then we went to the short duration and we were there for four years before we deployed again and then I qualified for but also so I'm assuming this is all state that on your way also that on your way far as a year a good solid year of under way five doing the evolution okay that means you know anchoring that means alright refuelings etcetera etcetera mon more etcetera personal treasures so this year it is also that imports two weeks two weeks 
,,dan-burns,What challenges did you face and how did you overcome them?,challenges to show up there's one for yeah right now your in a smoke free most are under way and then you drawn for a date all the way so use the one I joined the navy nineteen eighty four as a major label I realize that anyone was not the case there was a little bit drug use from the Vietnam year ships could not get on the what and that was a problem so there's you know at that time order zero tolerance for drugs and we started kicking people out it had been on my yeah we did that and so we had a drug free the and well it's very interesting that quote for medical marijuana is a lot a bunch of states of physical or medical marijuana though is not a lot in our navy so that's going to be a challenge for you yeah well sure okay well we cannot have officers or listed on our ships that are medically all medically all I use a Walker and that does not allow really saying hi I need my medical well the you'll need to be in the navy that that's the kind of child abuse yeah throughout 
,,dan-burns,What is the most challenging part about your job?,for the most part of my job as a division officer which was trying to do or the ship itself and word where I fit in that mission and what are the people the only people so at these we also so for your yeah into a profitable we can say yeah I got a pause and watches was a was on the ship yeah second towards you walk on what all of the is it a house of worship learning how to just get out while you're sure as always John well you could do rules for 
,,dan-burns,What is the biggest failure you ever had and what did you learn from it?,we're on board the USS five we had a sore I was the anti submarine service for for officer so so and we were all the way in the Barents Sea and we will go over a wave over the virtual and so far so sure a a brochure alright at a point where in the latest the X. ray he's we had always noticed as so microscopic tears in the order in the era of our devising a tire so basically the higher of the ship and it is all on well doing that because we had to go into the dried out in the news and replace this or so we were line for aviation as a reward for for the days or so Israeli get those are the only out for now you know it replaced and doing an inspection and they're trying to figure out who's responsible okay so are we yeah and so you is I had well documented it's hair in the solar and noted every more and that's the said while there happened where you know then telephones noticed it in the log so therefore you know act of god it felt I wish they'd be thrown draw me out of the way so that was all I fall since I have the foresight to look at it notice it and then say Hey it was repaired in the previous operate I go walking that throw so you might want the strengths weaknesses threats to life for 
,,dan-burns,How accepting of failure is this work environment when a good and honest effort was made?,we are in the market is zero defect maybe right now so I'm not sure that that is the case that's ever been the case not as accepting of failures so to avoid that you have to do as many roles as many you know one three research practice runs dry world scenario planning it cetera that you can possibly think of this is where the aviators have overalls where they can do this simple okay just fly the simulator fly the simulator fly the simulator I have been told that the pilots that flew the J. thirty five simulators bald **** got you know absolute a number one scores for then that the lease questions of their broke or they will find it give me a so one zero one you're active and that could be part of that person is chief editor and also all I was always the number one also made going so far hi I always wanted to know how hot it got in those farmers and Great Lakes that's where we want it might four of five five three if you want to know what your body can say what you have to go without a fight so we would do that is by the way so do these roles try to figure out what you can do that will help you be prepared for this zero Z. facts mentalities that you're gonna be facing 
,,dan-burns,What are sources of support when you took a chance and the result was poor?,this is your chance and then the and you know try to figure out one way or something and then it's gonna go south south J. demand is responsible because it happened on their watch as well as your watch but the first foremost take responsibility for yeah it's so simple walls the aircraft a I had the pole all I had to reject that right go figure that they'll get the black box they'll figure out what's going to happen that's all 
,,dan-burns,What is your least favorite food?,police is the email I don't think I've had a mind go in on the six years all the story line that that you might imagine it has to do with the USSR service officer after the debate the lady from the Philippines on our way home he ordered off labels for the entire crew and it's a remarkable us unfortunately for the ship ships company that is he of war all this to you we had to load fresh fruits and vegetables in our region in the United States organized its territory which is why I also figured this out loser was also all it is out six issues we had actually we call omegle express we had I didn't know you could make a little make it angle she Hey will engage yeah news in right or yeah so we meeting in only as an the officer I did my best are they I have not had a little since nineteen eighty eight 
,,dan-burns,"How does someone recover from a professional ""bump in the road""?",our from our professional ball so he tried a lot to be zero the fact that we try very hard that means you're gonna make this the so first thing is find it use it sitting talk on or for that all you do is you gotta get back in the saddle you gotta get back out you got to try yeah you're going to be doing for ships officers you're going to be doing will ship all saw and at the station keeping they have to not really sure what was very few times that we have available do that actually was on the way the feelings so you've got to approach it in your mouth you've got a five time to go up on the bridge wings on the flooding I looked down and watch this watch someone do the evolution so you can have it fresh in your mind when you return call to do a calling after so so first thing when to our popular road a technology the training will provide you with the situation do not fight it about five that you want last four usual work right just log that you did for whatever reason and correctly the next O. corrected in trying yeah you're an engineer gotta do qualify as an engineer and also walked just doing get it held in here and make it part of also okay this is what I have to do it for yeah that means the laws in the state getting up doing it again 
,,dan-burns,What was a pivotal moment in your career/life?,in my life we're all the problem decision to surface warfare was able to them and I would not be a fly or would you support officer down the service for for a wanted of being alright schools and trying to choose what ship to go to that it's all about a fast for you and following that I wonderful took on the road well those are the little decisions you know where are you gonna go do I wanna hold for going to stay in all four states and cities or states okay at the risk of not going to another ship hi to get experience Hey little career moments on what to do next the next step is always going to be available what should I do that in my career thank you for answers two two years at these yeah yeah so then we were next to get for okay so choose well see counsel C. quarry original senior officers from the first from and also can get your user one once you make 
,,dan-burns,What's the biggest risk you've taken in your career?,this service I've taken in my career was to build the chief engineer for your system frankly to engineers were fired for failing light off exam Rangers turned on the job for the staff I was five four men also was chief of staff the Leslie that apple reason and it's about over for you to be fixed and that was a very gutsy call to go do that basically she she wants for that and she made a lot of help I was able to go there as a G. thirty year yeah we pass a lot of things in the past the off the wall vases badly only for trophy six five one only one ship of the class one ship this blog will get it not sure that fall five got so it's very satisfied with that that was quite the roads to go okay so just want to ask you a model I did it maybe need to make a lot of talk about 
,,dan-burns,What is the most dangerous thing you've ever done on the job?,most dangerous things of everything the job training okay the Great Lakes for part of damage control schools so that for far five and we had to learn hi personally all hot you've got to fight a fire I prefer to be number one also to know what is going to take to know how long I could take it on all up there was this to do that that's about the only thing that was musically dangerous lives when one of the aircraft crashed on that way live I had a righteous lotion on that of all the helicopters or not was so awful some **** and lost examples include dangers so I had the it to our initiative from shore power through the ship was a patient and and that far I had to be put out of this with you all the fire we had isolated filler so it is yeah at mostly this is 
,,dan-burns,What causes the most stress in your job?,this is the most stress in the job hello we sell out for yeah so small the performance eight I've gone up as long as eight at nine miles I am told that Michael also restoring this is so far out for as long as twelve to fourteen months so all that is a as resolved a lot lower how Wall out away from your family yes Archuleta was all black and is able to keep your all division teams for all of it yeah all all all all all or is it the one hundred on that there are a lot she's got to be ready 
,,dan-burns,How do you deal with stress on the job?,S. S. on the job yeah and the big guy and all three warships I made sure that Iraq was other responsible for the division one of my officers or any offices only in life he was responsible for those if you well that shouldn't be available today and so I did you know yeah I right away some stress use the weights yes we had to wait and we do that are in place and that only you have access can be friendly good shoes yeah doctors in the steel that that car we we do sit ups and push ups the and the mob probably that good for the body stress wise yeah you do a thousand push ups that's forget the stress out 
,,dan-burns,How do you handle self doubt?,self doubt yeah there's going to be times throughout your career you know wonder you know why am I out here for my doing this job also yeah long nights and far were worn my uniform right now ribbons on city if I see service deployed more is war ends on it for Oakley's audit which stands for two years for the keyboard away from the phone with my family with my on the way at C. I also lower European or for sure usage and so the way I was away for three years from the date anyway one thing is lights were should probably at night you look at the stars you can see the stars you can look at that and you know what you don't know your I always like to look back for the ship of the ship is on the way you have shifted callers on the fantail to the main mastership is on the way you see old glory fly and as flying because your there your mission for what your doing even that flag it showed that so if it's one I was advised officers well they have a chance in Washington DC body and see all the monuments provided will give way to work at the Washington Monument work that what they did back then without a small okay and they did a lot the fact that so they can do what they did the guy who try to stay motivated to do 
,,dan-burns,How do you handle fatigue at work?,and it does happen yeah it's this is the navy runs on coffee yes all lost more of that war two so ladies and personally I was always a great job you bad coffee because we didn't have a Starbucks why should I so much is renowned Starbucks you can maybe global stock log but we knew that Starbucks or stuff and fats electrolytes and all that good stuff we have so if it's the is that the old for is or are you and ships you have to be in shape after all three of you have to put yourself whatever it's a month advising beat the crap out of themselves and for so sloppy for yeah and Dr state all the way especially if you're on the bridge and you've got a watch federal law yeah is there a way to get off to get the next watch we did it because you have reordered souls depending upon you and your job right and if you were on the ship grow one from ship because you're tired I will choose what's this all so drop in demand twenty and is there a way to question yeah you know your body past you know what you 
,,dan-burns,How do you ensure that boring work gets done well?,sure the boring work gets done okay one is back to the old phrase or expect what you inspect so if work gets done sure shop who is signing off on the there's a famous story about my several Campbell court I sell more records an abortion that city engineers how to repair your asus and it's only San Antonio was it is analysts the FAB ship and we're starting to get that stuff well the main mission the ship is what well off but you have to have a working Stargate everyone was very out of a local and that C. S. C. engineers got a plan that fits that yeah of the sort question for at signed off on that ship who said that that should do it yeah in that city encores and here's some thinking you can send the same engine out to fix it sign off so the what the people the technician yeah for stuff 
,,dan-burns,How do you deal with an increase in tempo?,they also increases first and foremost get the word out so the two the two divisions are should stop or whatever you want you can get the word out because no one one you need to prepare people so they should be ready to ramp up to it and there are going to be toxic okay we're going to be doing tomorrow morning followed by revealing okay all right the point our house well okay that's fine I'll step over that day that you're open to Saturday's or get back off on somebody or whatever one by details on the you can't tell if somebody's at sea being a day off hopefully there are some plausible they're always on that new book out well then you could wind up spending so they have known the very city and there's no way is home for the bridge which days not taken off on Sunday we try to make sure that the ship is right and also but doesn't change the ship the machine or the machine room wall that is possible I also but what's the fact all you as the the vision all Sir you have to make sure that that machine does that it wouldn't come off line you do quick lane that's a great back up on Hey this is wrong also called the FedEx office personnel then you're gonna go through periods of it well first of all the way to be ready for use to communicate them and the S. with a smile no one wants to go for that is that you do the mission 
,,dan-burns,What are common crimes people in your field commit that need to be watched for?,so so that you need to be aware of the situation also so if you're on mix cruise ship you've got to watch out for the social aspect and just given the training lack of them off you can be the water that that make sure or listen to she probably also or or eating at all Sir weeding suits you better sure all those of you know is there a problem that all the emails well all over the world only to you and tell all I was attacked in the larger now SO all mobile one is all the for calling off and all the water is a repeal well there's a lot to do so for us and so right that it also one or you know there will or will not yeah Wall lots of off so yeah well then you also need to watch out when you come back from the poor the the ship the crew in four ways yeah it's it's for you know six eight also and I thought you know okay and then the three of us the new members of the opposite sex that that goes into play a new battle itself Ultron for you have resources available to coming back with a lot of is the troopers will be flown out to the barber and if we're used to all the shows yeah and remind people about driving a and several rows of during that just needs to be reinforced people and the staff I don't have any faith for you sure because there was sort of the same J. and some of the hot I I do know that one of the tricks of the trade was on you know all of your bills one zero members on your bills in your own position of authority yeah see those those missing all of the city and all of the call our so you can walk a little that's pretty much it I would say the only there's you need to watch out for these days is waterfalls and log log password is do any of the confidential our system will power yeah I just it is one of the following is an all yeah well I live on that you're not using any power they get it out of the state law if we get our there is he not only in the same hour to be sure 
,,dan-burns,What worries do you have about your professional future?,worries as a junior also more fresh for use as a junior also yeah why do you know the first day of going through the ship you're gonna you're gonna select the ship to go to new duty station and is the first day yeah well so far and one of them like deal here why was I the guy to go they also built or if there's a social policy yeah well no one maybe if you but as a bid for the two of them maybe decided you are the right person to build in that job so we say you got the whole school for all I want both of you so that will do the job and and one brother well step but it's all slowly is that far your farm as for the generals general heighten struck out if you want to be far more souls of fire but okay well it's kind of hard to be a far more full the farmer happens it happens yeah you want will go on trial and that is what she said but on the first day of new command but it is in the profit the thought and that's what they'll be over before you know it then we have the seven day the seven day a week 
,,dan-burns,"If you could change one thing about your job, what would it be?",change one thing about job the we weren't able to communicate as well the family that you could do that where you have to write letters yeah actually the waters to our spouses shows that for both it's all my fault good good so the change now that you have faced they didn't call to your spouse that from the little that says it keeping your yeah you know you're fighting for flagging phone tree and whole it would be zero all your money also fighting for there's a little 
,,dan-burns,What used to be your biggest weaknesses?,the five day this course as those service for for also no way this is why this wall and therefore Viking swirls several we which in itself would imply for the heck of an eagle and a lot and they were so so you can never be too over coffee you can never be too under to be off at the beach so not having the confidence losing if possible at always your call maybe trust you family trust you needs trust your all yeah good for you all this 
,,dan-burns,Describe a time that you were put into an untenable ethical situation?,sounded good on some level of the goals situation I had to deal with my first six command I had to bring some mass a five as sexually harassed for in the upcoming on a brand new to this the best this is also the first day of March and then made aware of this as they I have the exact item also for all of that so why for the men last and recommended he be drawn and twenty two and a half months later twenty two out of my twenty four months command twenty two and a half months later the man was drawn that so I was a highly on some level of school situation that that member placed me does anyone to talk to you can't talk to me at the start of what you want to talk about an your now imagine officer yeah you can lock people I you can love what this whole situation Richard point where you are going to be fun and so I was not going to a lot of five Dr and as a result I was clear to other clear from one field on Tuesday to 
,,dan-burns,How do I deal with an assignment that I don't like or that isn't a good fit?,sorry I was not a good fit so you know we've got each command is roughly two years we've got and to your commands if you don't deal with any twenty years that's on you know you're gonna have commands a you're gonna live and I was shocked or I myself for the thirty year career fallout one guide fifteen commands so roughly at seventeen that stole from the beginning and of the seventeen there's only three of the seventeen that I would say I would not go back to it would not go back to work I did not like I hope you have to do what we like but when you're in during those three of seven three lots of not for if you will because you joined the navy to see the world and have a great for also follow along the way or or you don't you know frankly what are you one thing is if it's a personal offer you for the other person is going to the two years satellite channels that along with them and frankly if they're out of cycle we just the year before that person or persons changed out so first thing is to do that point is bringing their the outlook for because you don't want to be labeled as the problem child could get it done yeah so you for serve the nation remember that well this is Walmart Ford seven days well okay that's okay you can do that because the other four okay going to be fantastic that's a pretty good bad language 
,,dan-burns,What things are there for me to do on a ship?,are there for you to do all shows yeah well over over ships are called worships for a reason your ad will be sure about culture so one of the things is not there yeah sure of the ship as for the confirmation more you will also use the what we should have some type of yeah or some type of recreational activities and it is it is a smaller falls off on at were you know you don't have that much time off between washes you just watch the writer the division order the part save us if anyone deserves a little free washer under water in for the save anyone and inform you go all be it through a family war from apartment or whatever if your home and your cost is that from 
,,dan-burns,Do you have any kids?,right my eldest is is 
,,dan-burns,Do you have siblings?,brothers and one sister 
,,dan-burns,Do you have any pets?,use all of the calls personally and when I got married we had as of March two thousand and three and for all of today right at my feet when I was single I do not have a that's because it's very hard to manage 
,,dan-burns,How much free time do you have in your career?,did I have during my career that well this is under way your honor way obviously that's twenty four seven three six five and yours on board the ship and then the importance as bad but you're basically importing your five to your **** Negro is there are and then world shore duty that was the most free time I've had but I was pretty much one of my job war I was a student at the naval postgraduate 
,,dan-burns,Does being a leader give you flexiblity to alter your work schedule?,give me the flexibility to also one of so that's a double edged sword the short answer is yes you are sure you will be a full schedule however if you are the first form the backbone brow read it the day your nose look and be good enough and all of the work up so the old adage that one of my executive all through fast on the was the letter once we ship swore locks all lawful the but if that means you need to put in the five thirty the next morning make sure is to finish the war so this it was a big fan of so they're running all rated four the with the family to be with their friends so they know they can pop off and then I could be a necessarily stick around with my with the fall of people are only knew all the early the best way to do things I thought this was a lot about the schedule at all my professional career 
,,dan-burns,"How does being a leader change your lifestyle?(frequent travel, irregular hours, family difficulties etc)",being aware change your lost all of that your charge one they're gonna sign off on it you can either a zero shifts yeah so there's also so you're responsible if you think you can get away with some we've been looking who's the please maximize understand though that the ship's crew is all life goes on twenty four seven three six five with or without your love do you have have you put in place a lot of checks and balances do you trust to number two there is an all sort of people on the ship and get the ship on the way if either one is ship in two six also very models we had dropped the book reviews for you all good to go and as a lieutenant yeah told moved to shut we've been arm as you can about the movie should be calls we were in the sweet pattern for the cruise ship that was not supposed to do that yeah then he came in and had we not move property with us for so edit it yeah and you're sure you're working so you could affect your travel you know as the the their application you can grow also travel and travel and I'm also in my time I've seen many officers that never left yeah that was one of three have there is a no I did not enjoy it I've got the never left the ship the commander it will never make at and you know you're headed for real large work life balance the 
,,dan-burns,How do your command responsibilities affect your style in personal life?,those also is a personal life your call as many calls your going to get a call off we try to or use any orders and right many losses mission vision so that she covered a lot of brown well normalizes income was one of those really this morning then during officer who is going to say yeah it is also ever and are you what that you want to be called your brother and if you did this in in the you know you walk to all you will recall so when that happens in this present day so so so for what is the use your cell phone will be going off a lot of helpful word folded the whole families at the Jersey Shore we had all three of these ladies of all is that so you need it all the while and you just have to that is expectations well if your spouse or family though eight that is a beautiful model I get a phone call from Michael they all calls we as if if if and at this rate at all except if you will recall 
,,dan-burns,What is a good approach for selecting a new duty station in terms of finding an area for my family to live in?,it serves a try to five little area of war the family will point to a new duty station a lot of resources available to you especially in this day and age with the internet first noticeable finally rolls of dot com will be able to tell you right use of the school so if you have a family that's the number one priority is getting into a good safe school district so you can use that use the internet resources that are available to you there's gonna be a at the base of the representation to help you well frankly there just looking at the internet which you yourself now walk at but I would downplay family services they'll have a lot of people don't know about this every duty station Phyllis services center at let's see we'll have a portable stove available and we feel we start there if you have time to get to do that 
,,dan-burns,What are the things I should prioritize when picking housing?,for a housing noticeable there you know you're you're married you have kids then have you spell sorry life is always going to get you to do a little box and then as far as kids it was school districts but frankly there you can find those on the internet realtor dot com for one will tell you what the best school districts are then you just do a sort of sorts out from there and figure what works for your budget one would say they are all the dot com you can log in all kinds of parameters to shopping lifestyle coffee houses of servers that are and they'll show up on the and it also yeah yeah yeah the reason that house she because I want to pass on that one because you want to know that the your family is safe while you're gone if you happen to get assigned to oversee specifically there of the dangers and whose they are the mad or over one that is an exception and faithfully you might have a choice to live on the base I would say base housing they yeah you don't have to worry if you have a new family you got a young young children model of a solid yeah it's just takes that strain away not knowing are the city hall yeah they're gonna be safe on base housing okay 
,,dan-burns,What options do you have to transfer or change if you or your family needs it?,so right now maybe is the exceptional family member program and if there's special needs then they will keep you in the area that you need to be close to a hospital just for instance one of my shipmates is we have five boys and they all had a good general the the fat in the stomach lining and had that special food bags speak a lot and so he could support you can not the floor a overseas he needed to be in an area where those food bags war available so several family member planning if you have that that's applicable to your family then the navy is going to go out of his way so make that 
,,dan-burns,"How will my relationship with my friends or family members be affected if I take a difficult assignment, and what advice should i give them?",with regards to what's called the silver bullet wars I was so that is so overboard for that's okay sure from one second ship from San Diego to the level of living in the future and for sure was it two years so as a result of that goes overboard I was allowed to go muscle on so regarding that it was was a hardship for yeah they want anyone with a family doing that so but you got to think it through you know so for two years of pain of living on board the ship speeches and you know what I yeah well I got to go travel for and I met my wife there that's a lot of what I was worried that the ad that was worth it on the ship while I was out there I got to see also says that as a C. every port there was I cross the lines what as you get back up four times one fourth of at the C. every quarter there once so as far as John Paul Jones and seeing the name and see the world this the cell about 
,,dan-burns,How early should I get my family involved in the process of planning my next career step?,so how do you get the family involved with the next step the next career stuff so frankly you'd better have you why your significant other why for me styles for may to fall from the get go okay so no matter I go Norfork and then the she was sure from there and figure out where we're going so as we do what should but we're going to a new ports we have to go about selling your so you'll get some house hunting leave and you want to take the family that's about the only this time you want to let everyone know you don't want to come home on a Friday is that how you were moving so San Diego on Monday are you mad or another word for that when we would use that kind of logic I believe communications and happy spouse happy life so definitely keep spouse of all in the kids you know to get kids off called little surprise for one reason they follow you around the world you know they don't want to know that they're moving so as soon as you know you should tell the way that suits you find out you should tell I will say as you get senior in right the shorter time frame that you're going to find that out in fact funniest story though is one in the ages versions will be built in the Reagan years one commanding officers without any graduate but it isn't far wardrobe and what they will gather also log and I will say he was hold fifty four well the skipper for whole fifty three I partner so all skipper for all food before I go to fifty three news so they did a lot of sense fewer news fifty four was of course a non so it's kind of funny the way moves to work out what yours is the one that's already is is just you know as you your senior and now that information as I wish you would also you're also the exactly loss or are you call for well that's not the case if you could see here yeah you're almost a five piece of meat but you know there are times where this work okay so the rubble and is that one of 
,,dan-burns,What has been your favorite place to live? Why?,my favorite place to live every moderate hello for me they're both writers role met my wife there went back to the I was recalled as captain to be the low thirties OC dean of the engineering school where I was a bit for so I am very fond memories of one of my wife they're going back there are living there raising a family there a moderate helpful 
,,dan-burns,What is an example of a conflict you had between your career and family life? How did you learn from it?,it's good for the rational and family life it is so in nineteen eighty nine yes or or eight fifteen years on active duty as a Chicago I've been on for ships and I scream for S. O. okay just refusing to that of small for and so I was very satisfied with what I had the on as it will also and art is not a lot at that point and my second child and Warren and I decided that I would like to see a little bit more so I love my vision I will choose the reserves I served on the fifteen years in the words or all the walls and that's all resolved it was I would use the river at all 
